metric,value
current_speed_time_context_rows,5
current_reference_rows,4
mach2_comparison_rows,1
airline_reference_saving_percent,0.0
global7500_reference_saving_percent,8.108108108108114
g700_reference_saving_percent,9.090909090909093
g8000_reference_saving_percent,10.526315789473683
mach2_speed_only_saving_percent,57.49999999999999
