load_factor,independent_energy_btu_per_passenger_mile,independent_co2_kg_per_passenger_mile,independent_modern_energy_btu_per_passenger_mile,reference_energy_btu_per_passenger_mile,reference_co2_kg_per_passenger_mile,reference_modern_energy_btu_per_passenger_mile,max_absolute_delta,pass
1.0,6810.004659994738,0.49183366988850885,2256.9230769230767,6810.004659994738,0.49183366988850885,2256.9230769230767,0.0,True
0.8,8512.505824993423,0.6147920873606361,2256.9230769230767,8512.505824993423,0.6147920873606361,2256.9230769230767,0.0,True
0.6,11350.007766657898,0.8197227831475148,2256.9230769230767,11350.007766657898,0.8197227831475148,2256.9230769230767,0.0,True
